age_Myr,t(Gyr),M/Ms,Teff(K),L/Ls,lg(g),R(Gcm),D,Li,G,G_BP,G_RP,J,H,K,g_p1,r_p1,i_p1,y_p1,z_p1
7000.0,7.0,0.4,3522.0,-1.7,4.88,26.57,0.0,0.0,9.75799991607666,10.908799725341797,8.65679967956543,7.214,6.595,6.357,11.117,10.283,9.115,8.624,8.363
7000.0,7.0,0.5,3685.0,-1.44,4.79,32.86,0.0,0.0,8.957999725341796,9.95879991607666,7.93180025177002,6.605,5.961,5.737,10.187,9.323,8.362,7.954,7.729
7000.0,7.0,0.6,3995.0,-1.14,4.7,39.64,0.0,0.0,8.004000205993652,8.796800213623047,7.106799965667725,5.957,5.269,5.088,9.051,8.155,7.503,7.222,7.047
7000.0,7.0,0.7,4455.0,-0.82,4.65,45.85,0.0,0.0,6.981999893188476,7.584799843597412,6.229800110626221,5.297,4.657,4.53,7.859,6.958,6.608,6.455,6.331
7000.0,7.0,0.8,4937.0,-0.52,4.58,52.91,0.0,1.0E-4,6.060999889373779,6.516800003814697,5.431799774932862,4.679,4.18,4.079,6.691,6.02,5.797,5.709,5.635
7000.0,7.0,0.9,5387.0,-0.22,4.48,62.76,0.0,0.0639,5.231999893188476,5.5958,4.690800076293946,4.072,3.679,3.597,5.71,5.201,5.046,5.002,4.965
7000.0,7.0,1.0,5783.0,0.1,4.33,78.82,0.0,0.306,4.393000144958496,4.693800049591064,3.9198001678466796,3.399,3.084,3.013,4.774,4.374,4.267,4.255,4.246
8000.0,8.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,18.99599983215332,22.78479917602539,17.422800427246095,14.152,12.913,12.065,23.844,20.757,18.866,17.046,16.084
8000.0,8.0,0.072,1789.0,-4.12,5.37,6.38,0.0,0.0,18.197000045776367,21.88280065612793,16.611799603271486,13.261,12.284,11.66,22.878,20.015,18.149,16.251,15.232
8000.0,8.0,0.09,2645.0,-3.25,5.28,7.9,0.0,0.0,14.815000076293945,18.109799938964844,13.288799649047851,10.751,10.165,9.878,18.491,17.199,14.298,12.953,12.214
8000.0,8.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,14.023000259399414,16.679799633789063,12.569799786376953,10.337,9.744,9.457,16.904,15.934,13.356,12.29,11.722
8000.0,8.0,0.2,3264.0,-2.31,5.05,15.36,0.0,0.0,11.50900032043457,12.962799626159669,10.291799908447265,8.639,8.045,7.79,13.136,12.348,10.812,10.177,9.846
8000.0,8.0,0.3,3416.0,-1.95,4.95,21.24,0.0,0.0,10.469000358581543,11.729799824523926,9.320800190734863,7.797,7.191,6.948,11.925,11.107,9.801,9.255,8.968
8000.0,8.0,0.4,3522.0,-1.7,4.87,26.6,0.0,0.0,9.754000205993652,10.90379961090088,8.652799969482421,7.21,6.591,6.354,11.112,10.278,9.111,8.62,8.359
8000.0,8.0,0.5,3686.0,-1.44,4.79,32.93,0.0,0.0,8.950999755859375,9.949800091552735,7.925799732971192,6.6,5.955,5.732,10.179,9.314,8.355,7.948,7.723
8000.0,8.0,0.6,4001.0,-1.13,4.7,39.74,0.0,0.0,7.988999862670898,8.77879961090088,7.093799954223633,5.947,5.258,5.078,9.034,8.137,7.49,7.211,7.037
8000.0,8.0,0.7,4467.0,-0.81,4.64,46.04,0.0,0.0,6.954999942779541,7.552799778747558,6.206799870300293,5.28,4.643,4.517,7.824,6.929,6.585,6.434,6.311
8000.0,8.0,0.8,4958.0,-0.5,4.57,53.38,0.0,0.0,6.018000144958496,6.468800144958496,5.3938001449584965,4.648,4.154,4.055,6.639,5.977,5.758,5.673,5.6
8000.0,8.0,0.9,5420.0,-0.19,4.46,64.08,0.0,0.0632,5.1560001564025875,5.514800148773193,4.621799832153321,4.011,3.625,3.544,5.626,5.126,4.975,4.934,4.901
8000.0,8.0,1.0,5772.0,0.15,4.28,83.22,0.0,0.306,4.283999938964843,4.586800175476074,3.8088001068115234,3.286,2.969,2.898,4.668,4.265,4.157,4.144,4.134
9000.0,9.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,18.995000381469726,22.78479917602539,17.422800427246095,14.152,12.912,12.065,23.844,20.757,18.866,17.046,16.084
9000.0,9.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,18.197000045776367,21.881799298095704,16.610800152587892,13.26,12.283,11.66,22.878,20.015,18.149,16.25,15.231
9000.0,9.0,0.09,2646.0,-3.25,5.28,7.9,0.0,0.0,14.813999671936035,18.10679967956543,13.287800198364257,10.75,10.165,9.878,18.487,17.196,14.296,12.952,12.213
9000.0,9.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,14.021999855041503,16.677800732421876,12.568800335693359,10.337,9.744,9.456,16.902,15.933,13.355,12.289,11.721
9000.0,9.0,0.2,3264.0,-2.31,5.05,15.39,0.0,0.0,11.504000205993652,12.956800061035157,10.286799794006347,8.634,8.04,7.786,13.13,12.342,10.806,10.172,9.841
9000.0,9.0,0.3,3416.0,-1.95,4.94,21.3,0.0,0.0,10.46200038909912,11.722799855041504,9.313800221252441,7.79,7.184,6.94,11.918,11.1,9.794,9.248,8.961
9000.0,9.0,0.4,3523.0,-1.7,4.87,26.64,0.0,0.0,9.749999542236328,10.899799900817872,8.648800259399414,7.206,6.587,6.35,11.107,10.273,9.107,8.617,8.356
9000.0,9.0,0.5,3688.0,-1.43,4.78,32.99,0.0,0.0,8.943000335693359,9.941799717712403,7.91879976348877,6.595,5.949,5.726,10.17,9.305,8.348,7.942,7.718
9000.0,9.0,0.6,4007.0,-1.13,4.7,39.83,0.0,0.0,7.974999923706054,8.763800221252442,7.080799942779541,5.937,5.248,5.069,9.022,8.119,7.477,7.2,7.026
9000.0,9.0,0.7,4480.0,-0.8,4.64,46.23,0.0,0.0,6.927999992370605,7.521800118255615,6.183800106811524,5.262,4.629,4.504,7.79,6.9,6.562,6.414,6.292
9000.0,9.0,0.8,4980.0,-0.49,4.56,53.89,0.0,0.0,5.972000141143798,6.4178000267028805,5.352799778747559,4.614,4.127,4.028,6.585,5.932,5.717,5.634,5.563
9000.0,9.0,0.9,5456.0,-0.16,4.44,65.69,0.0,0.0628,5.068999786376953,5.420799809265136,4.540799980926514,3.94,3.562,3.481,5.529,5.04,4.894,4.856,4.825
10000.0,10.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,18.995000381469726,22.78479917602539,17.422800427246095,14.151,12.912,12.065,23.844,20.757,18.866,17.045,16.083
10000.0,10.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,18.196000595092773,21.881799298095704,16.610800152587892,13.259,12.283,11.66,22.877,20.015,18.149,16.25,15.23
10000.0,10.0,0.09,2646.0,-3.25,5.28,7.9,0.0,0.0,14.81199981689453,18.104800778198243,13.286799794006347,10.75,10.164,9.877,18.484,17.194,14.294,12.95,12.212
10000.0,10.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,14.02100040435791,16.67679937438965,12.567799931335449,10.336,9.743,9.456,16.9,15.931,13.354,12.288,11.72
10000.0,10.0,0.2,3265.0,-2.31,5.05,15.42,0.0,0.0,11.497999687194824,12.950799542236329,10.28179967956543,8.629,8.035,7.781,13.124,12.336,10.801,10.167,9.836
10000.0,10.0,0.3,3416.0,-1.95,4.94,21.36,0.0,0.0,10.457000274658203,11.716800289916993,9.307799702453613,7.784,7.178,6.934,11.913,11.095,9.788,9.242,8.955
10000.0,10.0,0.4,3524.0,-1.7,4.87,26.67,0.0,0.0,9.74599983215332,10.894799786376954,8.6458,7.203,6.584,6.347,11.103,10.269,9.103,8.613,8.353
10000.0,10.0,0.5,3689.0,-1.43,4.78,33.05,0.0,0.0,8.93699981689453,9.932799893188477,7.912800198364258,6.589,5.944,5.721,10.162,9.297,8.342,7.936,7.713
10000.0,10.0,0.6,4013.0,-1.12,4.7,39.92,0.0,0.0,7.9599995803833,8.747800427246094,7.06779993133545,5.926,5.237,5.059,9.01,8.1,7.463,7.188,7.015
10000.0,10.0,0.7,4493.0,-0.79,4.63,46.43,0.0,0.0,6.9000001144409175,7.4878001983642575,6.159799938964844,5.244,4.614,4.49,7.754,6.87,6.537,6.392,6.271
10000.0,10.0,0.8,5002.0,-0.47,4.55,54.44,0.0,0.0,5.925000209808349,6.365799980926513,5.310799961853028,4.58,4.098,4.0,6.529,5.885,5.675,5.594,5.525
10000.0,10.0,0.9,5495.0,-0.12,4.42,67.6,0.0,0.0626,4.972000141143798,5.317800122070312,4.450799828338623,3.86,3.49,3.41,5.422,4.944,4.804,4.769,4.741
