age_Myr,t(Gyr),M/Ms,Teff(K),L/Ls,lg(g),R(Gcm),D,Li,G,G_BP,G_RP,J,H,K,g_p1,r_p1,i_p1,y_p1,z_p1
1.0,0.001,0.01,2345.0,-2.7,3.57,18.99,1.0,1.0,14.054999847412109,17.78479917602539,12.466800099182128,9.328,8.77,8.353,17.937,17.095,13.757,12.125,11.009
1.0,0.001,0.015,2504.0,-2.42,3.58,22.9,1.0,1.0,13.014999885559082,16.269799786376954,11.475799923706054,8.667,8.135,7.751,16.291,15.787,12.54,11.155,10.214
1.0,0.001,0.02,2598.0,-2.25,3.59,26.11,1.0,1.0,12.381000061035156,15.366799908447266,10.870800381469726,8.238,7.71,7.347,15.366,14.935,11.827,10.566,9.722
1.0,0.001,0.03,2710.0,-1.98,3.57,32.78,1.0,1.0,11.507000465393066,14.182799893188477,10.035800343322753,7.582,7.054,6.72,14.194,13.747,10.885,9.754,9.006
1.0,0.001,0.04,2779.0,-1.81,3.57,37.62,0.99,1.0,10.990000267028808,13.496800022888184,9.540800457763671,7.188,6.652,6.338,13.512,13.061,10.339,9.275,8.58
1.0,0.001,0.05,2824.0,-1.65,3.53,44.05,0.975,1.0,10.532999534606933,12.95879991607666,9.094800358581542,6.786,6.245,5.945,12.971,12.535,9.87,8.837,8.163
1.0,0.001,0.06,2864.0,-1.53,3.52,49.25,0.93,1.0,10.204000015258789,12.579800205993653,8.773800259399414,6.494,5.946,5.66,12.586,12.171,9.535,8.52,7.86
1.0,0.001,0.07,2897.0,-1.41,3.49,54.82,0.865,1.0,9.907999534606933,12.246800022888184,8.482799893188476,6.22,5.666,5.393,12.248,11.854,9.234,8.232,7.58
1.0,0.001,0.072,2896.0,-1.39,3.48,56.3,0.87,1.0,9.856000442504882,12.199800091552735,8.429800396728515,6.163,5.608,5.335,12.2,11.808,9.183,8.179,7.525
1.0,0.001,0.075,2897.0,-1.36,3.47,58.18,0.865,1.0,9.783999938964843,12.128799992370606,8.357799893188476,6.089,5.532,5.262,12.128,11.74,9.112,8.107,7.451
1.0,0.001,0.08,2898.0,-1.31,3.45,61.53,0.865,1.0,9.667999763488769,12.01679952697754,8.240800267028808,5.966,5.407,5.138,12.014,11.633,8.997,7.989,7.33
1.0,0.001,0.09,2908.0,-1.23,3.42,67.28,0.805,1.0,9.457999725341796,11.796800213623047,8.03179967956543,5.759,5.193,4.93,11.792,11.422,8.786,7.781,7.123
1.0,0.001,0.1,2936.0,-1.17,3.43,70.29,0.409,1.0,9.287999649047851,11.575799542236329,7.869799977111817,5.631,5.052,4.797,11.569,11.203,8.61,7.625,6.985
1.0,0.001,0.2,3226.0,-0.66,3.38,105.41,0.0083,1.0,7.7109999847412105,9.484799938964844,6.394800072479248,4.464,3.737,3.532,9.497,9.075,6.993,6.214,5.743
1.0,0.001,0.3,3428.0,-0.48,3.48,114.74,0.0,1.0,7.061999816894531,8.5308004196167,5.834800129699707,4.107,3.312,3.118,8.577,8.071,6.356,5.712,5.342
1.0,0.001,0.4,3634.0,-0.32,3.54,123.01,0.0,1.0,6.3959999275207515,7.529800015258789,5.303799992370606,3.806,2.964,2.775,7.671,6.959,5.752,5.275,5.004
1.0,0.001,0.5,3802.0,-0.18,3.59,131.2,0.0,1.0,5.881000061035156,6.828799801635742,4.8878001029968265,3.534,2.694,2.516,7.007,6.233,5.301,4.925,4.701
1.0,0.001,0.6,3955.0,-0.07,3.62,138.26,0.0,1.0,5.439000148773193,6.252800064849853,4.529799824523926,3.299,2.489,2.322,6.471,5.633,4.927,4.629,4.437
1.0,0.001,0.7,4078.0,0.04,3.63,147.06,0.0,1.0,5.068999786376953,5.82280023651123,4.204800015258789,3.064,2.29,2.133,6.108,5.156,4.596,4.35,4.178
1.0,0.001,0.8,4192.0,0.13,3.65,154.36,0.0,1.0,4.756000061035156,5.450800019073486,3.9357999618530273,2.87,2.134,1.986,5.752,4.779,4.324,4.116,3.959
1.0,0.001,0.9,4290.0,0.21,3.66,162.02,0.0,1.0,4.487000007629394,5.132800179290771,3.700799828338623,2.69,1.989,1.849,5.424,4.48,4.087,3.904,3.759
1.0,0.001,1.0,4377.0,0.28,3.66,169.51,0.0,1.0,4.255000133514404,4.867799835968017,3.4957999046325683,2.526,1.856,1.722,5.141,4.234,3.879,3.714,3.579
1.0,0.001,1.1,4456.0,0.35,3.67,176.77,0.0,1.0,4.050000209808349,4.632800179290771,3.3137999828338622,2.378,1.735,1.607,4.89,4.021,3.694,3.542,3.416
1.0,0.001,1.2,4529.0,0.41,3.68,183.22,0.0,0.999,3.8719999980926514,4.42980011062622,3.154800062942505,2.25,1.631,1.508,4.671,3.839,3.534,3.392,3.275
1.0,0.001,1.3,4596.0,0.47,3.68,190.09,0.0,0.998,3.701999921798706,4.238800125885009,3.0028001125335693,2.124,1.528,1.408,4.465,3.666,3.379,3.247,3.137
1.0,0.001,1.4,4658.0,0.52,3.68,196.23,0.0,0.998,3.5539999198913574,4.073800164031982,2.8688000495910644,2.014,1.439,1.322,4.287,3.517,3.244,3.12,3.016
2.0,0.002,0.01,2236.0,-2.96,3.75,15.44,1.0,1.0,14.976999778747558,18.868800717163086,13.364799862670898,9.998,9.402,8.963,19.345,17.862,14.822,13.018,11.797
2.0,0.002,0.015,2452.0,-2.65,3.77,18.4,1.0,1.0,13.697000045776367,17.126800137329102,12.139800434875488,9.228,8.683,8.293,17.202,16.542,13.283,11.809,10.819
2.0,0.002,0.02,2571.0,-2.46,3.78,20.93,1.0,1.0,12.96200038909912,16.056800442504883,11.441799526977539,8.763,8.225,7.86,16.067,15.582,12.432,11.13,10.265
2.0,0.002,0.03,2707.0,-2.14,3.73,27.12,0.925,1.0,11.922999877929687,14.61879976348877,10.44979990081787,8.003,7.47,7.134,14.634,14.163,11.3,10.168,9.426
2.0,0.002,0.04,2784.0,-1.9,3.67,33.72,0.78,1.0,11.205000419616699,13.701799946594239,9.75879991607666,7.422,6.884,6.569,13.72,13.254,10.55,9.495,8.81
2.0,0.002,0.05,2829.0,-1.72,3.61,40.29,0.68,1.0,10.705999870300293,13.121800022888184,9.2708,6.976,6.433,6.133,13.137,12.688,10.04,9.014,8.349
2.0,0.002,0.06,2867.0,-1.58,3.57,46.4,0.56,1.0,10.318999786376953,12.683800297546387,8.890799885559082,6.621,6.072,5.786,12.694,12.268,9.647,8.638,7.985
2.0,0.002,0.07,2902.0,-1.45,3.53,52.13,0.4465,1.0,9.995000381469726,12.318799572753907,8.572800045776367,6.325,5.77,5.497,12.322,11.918,9.319,8.324,7.681
2.0,0.002,0.072,2907.0,-1.43,3.53,53.36,0.444,1.0,9.933999557495117,12.250799732971192,8.512799626159667,6.268,5.711,5.439,12.253,11.853,9.256,8.265,7.623
2.0,0.002,0.075,2914.0,-1.4,3.52,55.1,0.424,1.0,9.84900047302246,12.1558004196167,8.428799992370605,6.19,5.631,5.361,12.156,11.761,9.17,8.182,7.543
2.0,0.002,0.08,2924.0,-1.35,3.5,58.05,0.4035,1.0,9.712999839782714,12.004800396728516,8.295799618530273,6.063,5.5,5.234,12.003,11.616,9.033,8.05,7.414
2.0,0.002,0.09,2934.0,-1.26,3.47,63.42,0.323,1.0,9.502999801635742,11.783799725341797,8.08679998474121,5.858,5.287,5.026,11.78,11.402,8.823,7.842,7.208
2.0,0.002,0.1,2972.0,-1.26,3.53,62.41,0.0297,1.0,9.424999732971191,11.625799732971192,8.02180040435791,5.848,5.267,5.013,11.621,11.244,8.733,7.786,7.182
2.0,0.002,0.2,3202.0,-0.96,3.67,75.56,0.0,1.0,8.401999969482421,10.145800190734864,7.093799954223633,5.207,4.543,4.319,10.169,9.72,7.683,6.916,6.467
2.0,0.002,0.3,3428.0,-0.72,3.72,86.84,0.0,1.0,7.597000141143798,9.013800221252442,6.3878001029968265,4.711,3.966,3.758,9.087,8.521,6.898,6.278,5.928
2.0,0.002,0.4,3606.0,-0.55,3.76,95.62,0.0,1.0,6.969999809265136,8.125799732971192,5.865799790191651,4.365,3.57,3.372,8.266,7.559,6.319,5.827,5.553
2.0,0.002,0.5,3763.0,-0.41,3.79,103.55,0.0,1.0,6.460000057220459,7.44679983215332,5.44279993133545,4.069,3.26,3.076,7.622,6.858,5.864,5.464,5.232
2.0,0.002,0.6,3906.0,-0.29,3.82,109.6,0.0,1.0,6.033999938964843,6.887799816894531,5.097800141143799,3.836,3.033,2.862,7.1,6.273,5.5,5.177,4.978
2.0,0.002,0.7,4033.0,-0.18,3.84,116.38,0.0,0.999,5.658999938964843,6.432799893188476,4.777799969482422,3.605,2.825,2.664,6.684,5.792,5.171,4.904,4.725
2.0,0.002,0.8,4153.0,-0.09,3.85,122.64,0.0,0.996,5.328000087738037,6.049799996185302,4.485800152587891,3.394,2.648,2.498,6.35,5.377,4.875,4.652,4.491
2.0,0.002,0.9,4259.0,-0.0,3.86,128.6,0.0,0.986,5.042999763488769,5.709799843597412,4.241800194549561,3.212,2.499,2.358,6.005,5.051,4.628,4.436,4.287
2.0,0.002,1.0,4350.0,0.07,3.87,134.5,0.0,0.973,4.801000137329101,5.427799778747558,4.029799824523926,3.046,2.366,2.231,5.709,4.787,4.414,4.242,4.105
2.0,0.002,1.1,4432.0,0.14,3.87,139.92,0.0,0.969,4.59200002670288,5.187800007629394,3.846800213623047,2.901,2.248,2.119,5.452,4.567,4.228,4.071,3.943
2.0,0.002,1.2,4508.0,0.2,3.88,145.37,0.0,0.972,4.4010000419616695,4.967800217437744,3.6758002098083495,2.764,2.137,2.013,5.216,4.368,4.055,3.911,3.792
2.0,0.002,1.3,4581.0,0.26,3.88,150.71,0.0,0.977,4.22300006866455,4.766800003814697,3.517799979019165,2.635,2.033,1.913,4.999,4.187,3.895,3.761,3.65
2.0,0.002,1.4,4653.0,0.32,3.88,155.74,0.0,0.983,4.059000034332275,4.581800061035156,3.3718000705718993,2.516,1.937,1.821,4.799,4.022,3.746,3.623,3.519
3.0,0.003,0.01,2142.0,-3.13,3.84,13.87,1.0,1.0,15.62200023651123,19.572799282836915,13.995800381469726,10.433,9.793,9.333,20.377,18.363,15.581,13.652,12.348
3.0,0.003,0.015,2406.0,-2.79,3.88,16.29,0.995,1.0,14.148999710083007,17.717799740600586,12.576799755859374,9.568,9.014,8.619,17.861,17.026,13.789,12.239,11.2
3.0,0.003,0.02,2545.0,-2.57,3.88,18.72,0.965,1.0,13.297000427246093,16.486800747680665,11.767799740600585,9.043,8.5,8.132,16.502,15.988,12.793,11.45,10.563
3.0,0.003,0.03,2706.0,-2.17,3.76,26.17,0.73,1.0,12.002000350952148,14.703799801635743,10.528800373840332,8.083,7.548,7.212,14.718,14.244,11.379,10.247,9.506
3.0,0.003,0.04,2784.0,-1.92,3.69,32.99,0.545,1.0,11.249999542236328,13.74480016784668,9.803799992370605,7.47,6.931,6.616,13.764,13.295,10.594,9.54,8.857
3.0,0.003,0.05,2831.0,-1.74,3.64,39.19,0.413,1.0,10.75900032043457,13.169800358581544,9.32479990081787,7.035,6.491,6.191,13.186,12.734,10.092,9.068,8.407
3.0,0.003,0.06,2870.0,-1.61,3.6,44.46,0.25,1.0,10.400999565124511,12.758800106811524,8.97380006866455,6.712,6.163,5.876,12.77,12.337,9.727,8.723,8.074
3.0,0.003,0.07,2906.0,-1.51,3.59,48.78,0.118,1.0,10.118999977111816,12.425799923706055,8.69979990081787,6.466,5.911,5.636,12.434,12.016,9.439,8.453,7.818
3.0,0.003,0.072,2911.0,-1.49,3.59,49.79,0.11,1.0,10.06199981689453,12.360800343322754,8.643800144958496,6.415,5.858,5.585,12.367,11.953,9.381,8.398,7.766
3.0,0.003,0.075,2919.0,-1.46,3.58,50.98,0.086,1.0,9.990999717712402,12.275800305175782,8.57479990081787,6.354,5.794,5.523,12.281,11.871,9.308,8.33,7.702
3.0,0.003,0.08,2931.0,-1.42,3.57,53.17,0.0635,1.0,9.868999977111816,12.134799557495118,8.456799870300292,6.247,5.682,5.415,12.138,11.734,9.185,8.214,7.592
3.0,0.003,0.09,2956.0,-1.36,3.59,55.67,0.0124,1.0,9.702999610900878,11.922799664306641,8.297800427246093,6.117,5.544,5.283,11.924,11.527,9.013,8.06,7.454
3.0,0.003,0.1,2998.0,-1.44,3.73,49.8,0.0,1.0,9.804999847412109,11.923800068664551,8.417800312805175,6.311,5.73,5.474,11.929,11.515,9.102,8.191,7.626
3.0,0.003,0.2,3196.0,-1.1,3.81,64.29,0.0,1.0,8.730000038146972,10.448799687194825,7.428799992370606,5.567,4.923,4.69,10.486,10.002,8.012,7.257,6.819
3.0,0.003,0.3,3404.0,-0.86,3.85,74.82,0.0,1.0,7.936000366210937,9.35780008392334,6.723800068664551,5.053,4.343,4.126,9.438,8.858,7.235,6.612,6.263
3.0,0.003,0.4,3582.0,-0.68,3.88,83.22,0.0,1.0,7.301000137329101,8.478800373840333,6.187799816894532,4.68,3.916,3.712,8.617,7.915,6.646,6.142,5.864
3.0,0.003,0.5,3731.0,-0.54,3.91,90.61,0.0,1.0,6.804999847412109,7.82280023651123,5.7688001449584965,4.38,3.591,3.402,7.993,7.238,6.198,5.778,5.54
3.0,0.003,0.6,3868.0,-0.42,3.93,96.38,0.0,0.996,6.386000175476074,7.274799900817871,5.426800137329102,4.14,3.347,3.172,7.478,6.666,5.834,5.49,5.283
3.0,0.003,0.7,3998.0,-0.31,3.95,102.29,0.0,0.978,6.000000019073486,6.7887998397827145,5.107799893188477,3.911,3.128,2.964,7.015,6.166,5.502,5.22,5.036
3.0,0.003,0.8,4120.0,-0.21,3.96,107.7,0.0,0.918,5.671000022888183,6.4147997673034665,4.812799816894532,3.699,2.944,2.792,6.714,5.741,5.203,4.966,4.801
3.0,0.003,0.9,4232.0,-0.13,3.97,112.52,0.0,0.873,5.380000133514404,6.062800007629394,4.565800076293946,3.52,2.798,2.655,6.36,5.4,4.952,4.752,4.6
3.0,0.003,1.0,4330.0,-0.05,3.98,117.42,0.0,0.875,5.127999801635742,5.765800076293945,4.348800068664551,3.355,2.666,2.53,6.051,5.119,4.732,4.556,4.417
3.0,0.003,1.1,4421.0,0.02,3.99,122.57,0.0,0.899,4.8959999275207515,5.496800022888183,4.144800072479248,3.195,2.538,2.409,5.765,4.872,4.526,4.368,4.239
3.0,0.003,1.2,4505.0,0.09,3.99,127.45,0.0,0.925,4.689000148773193,5.258800106811523,3.962799912261963,3.05,2.422,2.298,5.509,4.657,4.342,4.197,4.078
3.0,0.003,1.3,4588.0,0.15,3.99,132.37,0.0,0.947,4.494999904632568,5.0377999122619626,3.7907999809265136,2.911,2.31,2.191,5.27,4.459,4.167,4.035,3.925
3.0,0.003,1.4,4671.0,0.22,3.99,137.96,0.0,0.965,4.297999877929687,4.814799862670898,3.6137999351501464,2.766,2.192,2.077,5.03,4.259,3.988,3.867,3.765
4.0,0.004,0.01,2053.0,-3.27,3.9,12.92,1.0,1.0,16.273999710083007,20.217799740600586,14.636800175476074,10.847,10.123,9.625,21.355,18.861,16.322,14.308,12.919
4.0,0.004,0.015,2362.0,-2.89,3.94,15.05,0.98,1.0,14.47199966430664,18.17880018310547,12.886800175476074,9.796,9.23,8.832,18.382,17.405,14.167,12.543,11.465
4.0,0.004,0.02,2535.0,-2.61,3.91,18.02,0.88,1.0,13.421000022888183,16.650800305175782,11.886800175476074,9.142,8.598,8.228,16.667,16.144,12.928,11.567,10.67
4.0,0.004,0.03,2705.0,-2.19,3.78,25.78,0.57,1.0,12.035000343322753,14.738799649047852,10.561800366210937,8.116,7.581,7.245,14.754,14.278,11.412,10.28,9.54
4.0,0.004,0.04,2785.0,-1.95,3.71,32.08,0.323,1.0,11.306999702453613,13.800799923706055,9.861799603271484,7.531,6.992,6.676,13.821,13.348,10.65,9.598,8.917
4.0,0.004,0.05,2834.0,-1.78,3.67,37.47,0.169,1.0,10.844000358581543,13.246800022888184,9.410800343322753,7.129,6.585,6.285,13.265,12.806,10.175,9.156,8.499
4.0,0.004,0.06,2875.0,-1.68,3.68,40.82,0.033,1.0,10.56199981689453,12.902800160217286,9.138800030517578,6.893,6.344,6.056,12.919,12.47,9.885,8.889,8.251
4.0,0.004,0.07,2914.0,-1.64,3.73,41.74,2.0E-4,1.0,10.407999534606933,12.67779977874756,8.99679983215332,6.798,6.241,5.964,12.694,12.244,9.721,8.755,8.141
4.0,0.004,0.072,2921.0,-1.63,3.73,42.18,1.0E-4,1.0,10.367999572753906,12.624800282287598,8.958799725341796,6.767,6.209,5.932,12.641,12.193,9.68,8.718,8.108
4.0,0.004,0.075,2931.0,-1.61,3.74,42.5,0.0,1.0,10.323000450134277,12.559799748229981,8.916799908447265,6.739,6.178,5.904,12.576,12.129,9.632,8.678,8.076
4.0,0.004,0.08,2946.0,-1.58,3.74,43.86,0.0,1.0,10.214999694824218,12.424800473022461,8.813800221252441,6.652,6.086,5.816,12.438,11.998,9.521,8.577,7.984
4.0,0.004,0.09,2976.0,-1.53,3.76,45.38,0.0,1.0,10.056000251770019,12.206800061035157,8.664800053405761,6.541,5.967,5.704,12.218,11.786,9.356,8.435,7.861
4.0,0.004,0.1,3013.0,-1.55,3.85,43.06,0.0,1.0,10.051000137329101,12.110800343322754,8.677799588012695,6.616,6.037,5.777,12.128,11.681,9.343,8.458,7.919
4.0,0.004,0.2,3206.0,-1.19,3.9,57.68,0.0,1.0,8.921000022888183,10.603800373840333,7.629800205993653,5.796,5.161,4.924,10.652,10.138,8.203,7.464,7.04
4.0,0.004,0.3,3389.0,-0.95,3.93,67.99,0.0,1.0,8.150999565124511,9.572800236511231,6.939800148773194,5.275,4.587,4.364,9.661,9.06,7.451,6.828,6.481
4.0,0.004,0.4,3560.0,-0.78,3.97,75.61,0.0,1.0,7.541999835968017,8.740800457763672,6.41879976348877,4.904,4.164,3.954,8.876,8.181,6.882,6.367,6.084
4.0,0.004,0.5,3704.0,-0.63,3.99,82.32,0.0,0.995,7.059000034332275,8.102799969482422,6.0087999160766605,4.606,3.834,3.64,8.269,7.52,6.442,6.008,5.765
4.0,0.004,0.6,3842.0,-0.51,4.01,88.28,0.0,0.966,6.625000019073486,7.5387998397827145,5.650800114440918,4.347,3.565,3.386,7.737,6.935,6.062,5.702,5.49
4.0,0.004,0.7,3976.0,-0.4,4.03,93.55,0.0,0.836,6.23500015258789,7.0397997673034665,5.329800015258789,4.121,3.341,3.176,7.265,6.419,5.726,5.433,5.247
4.0,0.004,0.8,4096.0,-0.3,4.04,98.25,0.0,0.712,5.909999866485595,6.6687999542236325,5.040799980926514,3.914,3.158,3.003,6.966,5.996,5.432,5.187,5.019
4.0,0.004,0.9,4212.0,-0.22,4.05,102.74,0.0,0.718,5.61000015258789,6.305800038146972,4.786799794006348,3.73,3.005,2.86,6.604,5.639,5.174,4.967,4.814
4.0,0.004,1.0,4315.0,-0.14,4.06,107.1,0.0,0.761,5.349999923706054,5.994800167846679,4.564800148773194,3.564,2.871,2.734,6.284,5.345,4.948,4.769,4.628
4.0,0.004,1.1,4417.0,-0.06,4.06,112.28,0.0,0.826,5.09200002670288,5.695799904632568,4.338799839782715,3.387,2.729,2.599,5.966,5.068,4.72,4.561,4.432
4.0,0.004,1.2,4513.0,0.02,4.06,117.08,0.0,0.879,4.862999935150146,5.430800038146972,4.136800175476075,3.228,2.602,2.479,5.681,4.83,4.516,4.373,4.254
4.0,0.004,1.3,4609.0,0.09,4.06,122.08,0.0,0.922,4.642000217437744,5.17980011062622,3.942799931335449,3.071,2.477,2.359,5.408,4.605,4.318,4.19,4.082
4.0,0.004,1.4,4710.0,0.16,4.06,127.35,0.0,0.952,4.421000022888183,4.927799778747558,3.7467998321533202,2.914,2.352,2.239,5.136,4.382,4.118,4.003,3.906
5.0,0.005,0.01,1961.0,-3.39,3.94,12.33,1.0,1.0,16.83800079345703,20.64179952697754,15.202800160217285,11.244,10.425,9.866,22.07,19.199,16.893,14.9,13.395
5.0,0.005,0.015,2330.0,-2.96,3.99,14.34,0.955,1.0,14.724999923706054,18.497800427246094,13.131800061035156,9.967,9.391,8.986,18.796,17.629,14.464,12.786,11.672
5.0,0.005,0.02,2531.0,-2.62,3.92,17.81,0.805,1.0,13.459000129699707,16.701800900268555,11.923799877929687,9.173,8.627,8.258,16.718,16.193,12.97,11.603,10.703
5.0,0.005,0.03,2705.0,-2.2,3.79,25.36,0.4245,1.0,12.072000045776367,14.77879961090088,10.59880006866455,8.153,7.618,7.281,14.794,14.316,11.449,10.316,9.576
5.0,0.005,0.04,2785.0,-1.98,3.75,30.86,0.1485,1.0,11.388000030517578,13.88079984741211,9.941799526977539,7.615,7.076,6.76,13.902,13.424,10.73,9.679,9.001
5.0,0.005,0.05,2841.0,-1.85,3.75,34.31,0.0167,1.0,11.009999771118164,13.397800045776368,9.580800419616699,7.315,6.769,6.469,13.419,12.947,10.337,9.327,8.68
5.0,0.005,0.06,2890.0,-1.81,3.82,34.8,0.0,1.0,10.84900047302246,13.146799641418458,9.433800106811523,7.226,6.675,6.387,13.172,12.691,10.163,9.189,8.573
5.0,0.005,0.07,2928.0,-1.76,3.86,35.83,0.0,1.0,10.677999992370605,12.899799900817872,9.275800114440917,7.117,6.558,6.279,12.925,12.447,9.983,9.039,8.449
5.0,0.005,0.072,2934.0,-1.75,3.86,36.34,0.0,1.0,10.631000061035156,12.841800289916993,9.230800038146972,7.079,6.519,6.241,12.865,12.39,9.935,8.995,8.409
5.0,0.005,0.075,2944.0,-1.73,3.87,36.81,0.0,1.0,10.57500030517578,12.765800076293946,9.177799588012695,7.039,6.477,6.201,12.789,12.317,9.877,8.945,8.365
5.0,0.005,0.08,2959.0,-1.69,3.87,37.98,0.0,1.0,10.466000099182128,12.628799992370606,9.073800450134277,6.952,6.386,6.114,12.65,12.185,9.766,8.843,8.273
5.0,0.005,0.09,2992.0,-1.64,3.88,39.69,0.0,1.0,10.28099967956543,12.382799702453614,8.899799710083007,6.816,6.244,5.98,12.4,11.947,9.575,8.676,8.125
5.0,0.005,0.1,3027.0,-1.63,3.94,38.9,0.0,1.0,10.214000244140625,12.22180040435791,8.850799923706054,6.827,6.25,5.987,12.248,11.774,9.502,8.638,8.12
5.0,0.005,0.2,3220.0,-1.26,3.97,53.15,0.0,1.0,9.047999877929687,10.692800122070313,7.767799740600586,5.962,5.332,5.093,10.753,10.213,8.332,7.609,7.199
5.0,0.005,0.3,3379.0,-1.02,4.0,63.09,0.0,1.0,8.313999671936035,9.73179967956543,7.104800110626221,5.447,4.776,4.547,9.828,9.208,7.616,6.994,6.65
5.0,0.005,0.4,3546.0,-0.84,4.03,70.57,0.0,0.998,7.7109999847412105,8.919800358581544,6.582799797821045,5.064,4.34,4.126,9.056,8.36,7.048,6.528,6.243
5.0,0.005,0.5,3696.0,-0.7,4.05,76.8,0.0,0.975,7.212999839782714,8.259799557495118,6.161799794006348,4.761,4.001,3.805,8.43,7.674,6.596,6.161,5.918
5.0,0.005,0.6,3830.0,-0.57,4.07,82.27,0.0,0.834,6.794000167846679,7.715799885559082,5.813800221252442,4.508,3.737,3.554,7.915,7.111,6.226,5.862,5.649
5.0,0.005,0.7,3960.0,-0.47,4.09,87.18,0.0,0.547,6.413000125885009,7.230800228881836,5.499800091552735,4.285,3.513,3.344,7.456,6.609,5.898,5.598,5.41
5.0,0.005,0.8,4081.0,-0.37,4.1,91.64,0.0,0.517,6.0859999847412105,6.850800114440918,5.211799984741211,4.077,3.323,3.166,7.138,6.186,5.604,5.351,5.182
5.0,0.005,0.9,4198.0,-0.28,4.11,95.8,0.0,0.567,5.783999938964843,6.488800125885009,4.954800015258789,3.891,3.164,3.018,6.789,5.82,5.342,5.13,4.976
5.0,0.005,1.0,4310.0,-0.2,4.12,100.27,0.0,0.658,5.50199987411499,6.150799828338623,4.713799839782715,3.71,3.017,2.879,6.442,5.499,5.097,4.916,4.775
5.0,0.005,1.1,4422.0,-0.12,4.12,104.77,0.0,0.755,5.23500015258789,5.838800030517578,4.481799965667725,3.533,2.877,2.748,6.109,5.212,4.863,4.705,4.577
5.0,0.005,1.2,4531.0,-0.03,4.12,110.04,0.0,0.842,4.97300006866455,5.535800057220459,4.251799946594239,3.349,2.729,2.607,5.783,4.939,4.629,4.489,4.373
5.0,0.005,1.3,4644.0,0.05,4.11,115.24,0.0,0.904,4.722000141143798,5.249799805450439,4.030800228881836,3.173,2.59,2.474,5.472,4.684,4.405,4.281,4.177
5.0,0.005,1.4,4771.0,0.14,4.11,120.59,0.0,0.944,4.4660000991821285,4.95879991607666,3.8047999198913574,2.994,2.45,2.341,5.155,4.427,4.175,4.067,3.976
6.0,0.006,0.01,1869.0,-3.5,3.97,11.89,1.0,1.0,17.325999755859375,20.79980047302246,15.721800213623046,11.705,10.731,10.102,22.167,19.352,17.259,15.425,14.042
6.0,0.006,0.015,2310.0,-2.99,4.01,13.95,0.92,1.0,14.89399959564209,18.70079954223633,13.295799618530273,10.078,9.495,9.085,19.083,17.757,14.665,12.949,11.809
6.0,0.006,0.02,2529.0,-2.63,3.93,17.67,0.715,1.0,13.48500015258789,16.736800747680665,11.94979990081787,9.193,8.648,8.278,16.753,16.227,12.998,11.627,10.725
6.0,0.006,0.03,2704.0,-2.22,3.81,24.79,0.2765,1.0,12.124000091552734,14.83480032043457,10.650800114440917,8.205,7.669,7.332,14.851,14.37,11.501,10.368,9.628
6.0,0.006,0.04,2785.0,-2.04,3.81,28.77,0.0255,1.0,11.535000343322753,14.027800160217286,10.089800244140624,7.769,7.228,6.912,14.051,13.564,10.875,9.827,9.153
6.0,0.006,0.05,2847.0,-1.97,3.87,29.82,0.0,1.0,11.282999534606933,13.650800305175782,9.857799893188476,7.616,7.069,6.767,13.679,13.182,10.605,9.607,8.975
6.0,0.006,0.06,2901.0,-1.91,3.92,30.78,0.0,1.0,11.068000335693359,13.328799801635743,9.659799938964843,7.483,6.931,6.642,13.362,12.854,10.376,9.419,8.822
6.0,0.006,0.07,2942.0,-1.85,3.95,32.19,0.0,1.0,10.853999633789062,13.033799725341797,9.459800129699707,7.335,6.776,6.496,13.064,12.569,10.154,9.228,8.658
6.0,0.006,0.072,2948.0,-1.83,3.95,32.65,0.0,1.0,10.804999847412109,12.972799855041504,9.412800198364257,7.295,6.735,6.457,13.001,12.51,10.104,9.183,8.616
6.0,0.006,0.075,2959.0,-1.81,3.95,33.26,0.0,1.0,10.738000411987304,12.885799961853028,9.34880006866455,7.243,6.681,6.405,12.914,12.426,10.035,9.12,8.56
6.0,0.006,0.08,2974.0,-1.77,3.95,34.33,0.0,1.0,10.627000350952148,12.745799618530274,9.242800122070312,7.155,6.59,6.317,12.771,12.292,9.921,9.017,8.466
6.0,0.006,0.09,3006.0,-1.72,3.97,35.88,0.0,1.0,10.441999931335449,12.495799618530274,9.069799786376953,7.022,6.451,6.185,12.52,12.047,9.731,8.851,8.321
6.0,0.006,0.1,3039.0,-1.7,4.01,35.92,0.0,1.0,10.339999694824218,12.305800038146973,8.98580015258789,6.992,6.415,6.151,12.34,11.845,9.626,8.779,8.277
6.0,0.006,0.2,3227.0,-1.31,4.03,49.52,0.0,1.0,9.172000427246093,10.793799954223633,7.898800259399414,6.11,5.485,5.244,10.862,10.302,8.457,7.745,7.343
6.0,0.006,0.3,3371.0,-1.08,4.06,59.15,0.0,1.0,8.4599995803833,9.878799992370606,7.250800019073487,5.594,4.93,4.7,9.979,9.351,7.762,7.14,6.797
6.0,0.006,0.4,3534.0,-0.9,4.08,66.22,0.0,0.991,7.862999935150146,9.078799801635743,6.731799965667725,5.212,4.501,4.283,9.218,8.515,7.199,6.676,6.389
6.0,0.006,0.5,3688.0,-0.75,4.1,72.61,0.0,0.911,7.34200002670288,8.39179952697754,6.28880012588501,4.889,4.139,3.939,8.565,7.804,6.724,6.287,6.044
